sample_id,augmented_sample_id,source_sample_id,user_id,label,role,outer_fold_id,inner_fold_id,num_points,num_strokes,bbox_width,bbox_height,bbox_area,bbox_aspect,centroid_x,centroid_y,std_x,std_y,start_x,start_y,end_x,end_y,delta_x,delta_y,path_length,straight_line_distance,straightness,stroke_transition_count,longest_stroke_ratio,single_point_strokes,dwell_step_ratio,step_mean,step_std,step_min,step_max,step_median,step_q25,step_q75,same_stroke_step_mean,same_stroke_step_std,same_stroke_step_min,same_stroke_step_max,same_stroke_step_median,same_stroke_step_q25,same_stroke_step_q75,acceleration_mean,acceleration_std,acceleration_min,acceleration_max,acceleration_median,acceleration_q25,acceleration_q75,curvature_mean,curvature_std,curvature_min,curvature_max,curvature_median,curvature_q25,curvature_q75,stroke_duration_points_mean,stroke_duration_points_std,stroke_duration_points_min,stroke_duration_points_max,stroke_duration_points_median,stroke_duration_points_q25,stroke_duration_points_q75,feature8d_0_mean,feature8d_0_std,feature8d_0_min,feature8d_0_max,feature8d_0_median,feature8d_0_q25,feature8d_0_q75,feature8d_1_mean,feature8d_1_std,feature8d_1_min,feature8d_1_max,feature8d_1_median,feature8d_1_q25,feature8d_1_q75,feature8d_2_mean,feature8d_2_std,feature8d_2_min,feature8d_2_max,feature8d_2_median,feature8d_2_q25,feature8d_2_q75,feature8d_3_mean,feature8d_3_std,feature8d_3_min,feature8d_3_max,feature8d_3_median,feature8d_3_q25,feature8d_3_q75,feature8d_4_mean,feature8d_4_std,feature8d_4_min,feature8d_4_max,feature8d_4_median,feature8d_4_q25,feature8d_4_q75,feature8d_5_mean,feature8d_5_std,feature8d_5_min,feature8d_5_max,feature8d_5_median,feature8d_5_q25,feature8d_5_q75,feature8d_6_mean,feature8d_6_std,feature8d_6_min,feature8d_6_max,feature8d_6_median,feature8d_6_q25,feature8d_6_q75,feature8d_7_mean,feature8d_7_std,feature8d_7_min,feature8d_7_max,feature8d_7_median,feature8d_7_q25,feature8d_7_q75
20260711_202025_bntr0i__outer01__inner01__aug02,20260711_202025_bntr0i__outer01__inner01__aug02,20260711_202025_bntr0i,user3,অ,train,1,1,186.0,9.0,0.925343,0.770218,0.712716,1.201404,0.060064,0.064393,0.237231,0.197201,-0.0604,0.006321,0.371515,-0.115017,0.431915,-0.121338,4.478842,0.448635,0.100168,8.0,0.543011,1.0,0.011299,0.02421,0.020443,0.001512,0.140133,0.019923,0.00926,0.03312,0.021374,0.01429,0.001512,0.069982,0.018672,0.009007,0.030554,0.00032,0.025096,-0.108873,0.113982,0.001082,-0.009077,0.011275,0.915748,0.868797,0.00305,3.045851,0.506377,0.211849,1.544549,20.666667,30.958754,1.0,101.0,5.0,3.0,22.0,0.002945,0.014852,-0.050375,0.046607,0.001677,-0.003757,0.011158,-0.001799,0.019914,-0.063465,0.057882,-0.002051,-0.011739,0.008186,-0.097152,0.73397,-1.0,0.999694,-0.165214,-0.830585,0.688559,0.227252,0.632618,-0.999974,1.0,0.351361,-0.225191,0.809427,-0.040139,0.543666,-0.999946,0.999985,-0.003191,-0.413614,0.333529,0.520938,0.656841,-0.995424,1.0,0.909277,0.128734,0.98871,0.951613,0.214583,0.0,1.0,1.0,1.0,1.0,0.048387,0.214583,0.0,1.0,0.0,0.0,0.0
20260711_202025_bntr0i__outer01__inner01__aug03,20260711_202025_bntr0i__outer01__inner01__aug03,20260711_202025_bntr0i,user3,অ,train,1,1,235.0,9.0,1.013512,0.838373,0.849701,1.208903,0.052898,0.056424,0.262269,0.216334,-0.074401,-0.01458,0.398149,-0.107857,0.47255,-0.093277,5.134818,0.481668,0.093804,8.0,0.553191,1.0,0.013274,0.021944,0.019403,0.00036,0.149898,0.016661,0.009857,0.028617,0.019475,0.012649,0.00036,0.06638,0.015771,0.009735,0.026816,0.00041,0.024258,-0.13297,0.132695,-0.000487,-0.01007,0.009705,1.074207,0.845576,0.00623,3.099418,0.863812,0.368038,1.598601,26.111111,39.658107,1.0,130.0,6.0,4.0,27.0,0.002365,0.013168,-0.050357,0.038942,0.00191,-0.004531,0.010174,-0.001251,0.018387,-0.066236,0.044032,-9e-06,-0.011929,0.00968,-0.044846,0.744329,-0.999984,0.99988,-0.002327,-0.821221,0.743686,0.195468,0.636989,-0.999997,1.0,0.23774,-0.331223,0.808574,0.029485,0.62994,-0.999614,0.999968,0.015842,-0.509609,0.587416,0.417349,0.654314,-0.999114,1.0,0.683402,-0.007833,0.952277,0.961702,0.191914,0.0,1.0,1.0,1.0,1.0,0.038298,0.191914,0.0,1.0,0.0,0.0,0.0
20260711_202714_mwa7m1__outer01__inner01__aug01,20260711_202714_mwa7m1__outer01__inner01__aug01,20260711_202714_mwa7m1,user3,অ,train,1,1,162.0,34.0,1.011658,0.844234,0.854076,1.198315,0.048479,-0.096657,0.272607,0.248411,-0.186723,-0.194443,0.125314,-0.265373,0.312037,-0.07093,6.56711,0.319997,0.048727,33.0,0.302469,18.0,0.023438,0.04079,0.057139,0.000832,0.479981,0.024386,0.013422,0.043862,0.024105,0.016344,0.000832,0.07451,0.020807,0.012561,0.031408,0.001774,0.068095,-0.317296,0.470955,9.5e-05,-0.017472,0.016229,1.210675,0.886711,0.010917,3.087994,1.044437,0.5177,2.063655,4.764706,9.026298,1.0,49.0,1.0,1.0,4.75,0.000648,0.015212,-0.056885,0.065122,0.0,-0.005468,0.007182,0.00112,0.020906,-0.048122,0.074359,0.0,-0.010082,0.007856,-0.010883,0.668996,-0.999851,0.99999,0.0,-0.647538,0.658668,0.236731,0.704474,-0.999963,1.0,0.294642,-0.4176,0.996711,-0.048313,0.5682,-0.999987,0.999765,0.0,-0.509446,0.215389,0.431218,0.699189,-0.998569,1.0,0.813202,-0.070006,1.0,0.790123,0.40722,0.0,1.0,1.0,1.0,1.0,0.209877,0.40722,0.0,1.0,0.0,0.0,0.0
20260711_202714_mwa7m1__outer01__inner01__aug02,20260711_202714_mwa7m1__outer01__inner01__aug02,20260711_202714_mwa7m1,user3,অ,train,1,1,166.0,34.0,1.087232,0.804789,0.874992,1.350953,0.019528,-0.131834,0.298761,0.245841,-0.212581,-0.263442,0.13244,-0.30332,0.345021,-0.039878,7.171682,0.347318,0.048429,33.0,0.289157,14.0,0.0,0.043465,0.06101,0.002715,0.514524,0.025851,0.015164,0.044387,0.02532,0.017136,0.002715,0.096258,0.021089,0.013832,0.031376,0.001724,0.07871,-0.379511,0.487312,-0.000837,-0.017362,0.016536,1.258261,0.92934,0.008083,3.136047,1.118073,0.429494,2.01537,4.882353,8.764114,1.0,48.0,2.0,1.0,4.75,0.000606,0.015866,-0.056879,0.036251,0.0,-0.006146,0.009164,0.001955,0.022077,-0.069382,0.090946,0.0,-0.008707,0.011739,0.017052,0.66661,-0.999988,0.999991,0.0,-0.540119,0.647994,0.274799,0.692695,-0.999597,1.0,0.451068,-0.327603,0.959216,-0.032504,0.560289,-0.999719,0.999824,0.0,-0.467748,0.199831,0.445988,0.697219,-0.999984,1.0,0.874197,0.041196,1.0,0.795181,0.403569,0.0,1.0,1.0,1.0,1.0,0.204819,0.403569,0.0,1.0,0.0,0.0,0.0
20260711_202714_mwa7m1__outer01__inner01__aug03,20260711_202714_mwa7m1__outer01__inner01__aug03,20260711_202714_mwa7m1,user3,অ,train,1,1,175.0,34.0,1.022186,0.748125,0.764723,1.36633,-0.015329,-0.095771,0.280707,0.221542,-0.237521,-0.210259,0.065403,-0.226304,0.302924,-0.016045,6.120028,0.303349,0.049567,33.0,0.308571,18.0,0.014184,0.035173,0.055805,0.000596,0.480201,0.018346,0.011082,0.033444,0.019267,0.013177,0.000596,0.073894,0.015776,0.010423,0.027049,0.001687,0.06736,-0.339898,0.465367,0.000201,-0.01089,0.010473,1.021084,0.839339,0.027408,3.118586,0.740924,0.324748,1.542055,5.147059,9.846266,1.0,54.0,1.0,1.0,4.75,0.000379,0.012865,-0.055941,0.041804,0.0,-0.005342,0.008102,0.001533,0.016462,-0.048279,0.073231,0.0,-0.005916,0.004603,-0.032315,0.636356,-0.999993,0.999988,0.0,-0.544469,0.420609,0.245677,0.730513,-0.999993,1.0,0.368674,-0.44401,0.989064,0.032023,0.553713,-0.999898,0.999852,0.0,-0.250808,0.368413,0.570263,0.605951,-0.999735,1.0,0.937103,0.16943,1.0,0.805714,0.39565,0.0,1.0,1.0,1.0,1.0,0.194286,0.39565,0.0,1.0,0.0,0.0,0.0
20260711_202846_kmy51g__outer01__inner01__aug01,20260711_202846_kmy51g__outer01__inner01__aug01,20260711_202846_kmy51g,user3,অ,train,1,1,125.0,18.0,1.025063,0.726471,0.744679,1.411017,-0.092459,0.041773,0.260009,0.221316,-0.183203,-0.082004,0.362492,-0.352622,0.545695,-0.270618,5.147983,0.609112,0.11832,17.0,0.216,5.0,0.0,0.041516,0.067107,0.003122,0.550941,0.01984,0.012579,0.042248,0.024797,0.023662,0.003122,0.147968,0.017569,0.011207,0.030499,0.000327,0.089099,-0.519527,0.459331,0.000362,-0.014208,0.017431,1.231305,0.946709,0.010054,3.129604,1.016462,0.436985,2.060851,6.944444,7.191602,1.0,27.0,4.5,1.25,11.0,0.003038,0.021818,-0.102398,0.11839,0.000595,-0.003389,0.010739,1e-06,0.022811,-0.125446,0.08876,0.0,-0.006657,0.008941,-0.016015,0.662367,-1.0,0.999755,0.0,-0.615913,0.546436,0.287308,0.691714,-0.998684,1.0,0.468534,-0.210232,0.95477,-0.022947,0.547002,-0.999898,0.999777,0.0,-0.38626,0.351734,0.463369,0.696815,-0.999928,1.0,0.865945,-0.014277,0.999949,0.856,0.35109,0.0,1.0,1.0,1.0,1.0,0.144,0.35109,0.0,1.0,0.0,0.0,0.0
20260711_202846_kmy51g__outer01__inner01__aug02,20260711_202846_kmy51g__outer01__inner01__aug02,20260711_202846_kmy51g,user3,অ,train,1,1,127.0,18.0,1.005549,0.708999,0.712933,1.418266,-0.042208,0.02051,0.254675,0.217592,-0.136803,-0.105593,0.411584,-0.379162,0.548387,-0.273569,4.876747,0.612836,0.125665,17.0,0.212598,5.0,0.018349,0.038704,0.065288,0.000797,0.5381,0.016369,0.00992,0.04023,0.02249,0.02284,0.000797,0.147592,0.014635,0.009266,0.027203,0.000308,0.086356,-0.517396,0.456606,0.000411,-0.01132,0.012357,1.041371,0.930193,0.006612,3.130674,0.607807,0.315102,1.842331,7.055556,7.306559,1.0,27.0,4.0,1.25,11.5,0.003066,0.020959,-0.125374,0.093249,0.001088,-0.00213,0.010502,-4.1e-05,0.020812,-0.084054,0.0663,0.0,-0.00662,0.007144,0.027264,0.680157,-0.99928,0.999936,0.0,-0.626826,0.66857,0.331989,0.653013,-0.999903,1.0,0.522735,-0.179885,0.967044,-0.037361,0.485531,-0.998598,0.999955,0.0,-0.360978,0.17226,0.60142,0.633369,-0.999941,1.0,0.939071,0.60105,0.999864,0.858268,0.348775,0.0,1.0,1.0,1.0,1.0,0.141732,0.348775,0.0,1.0,0.0,0.0,0.0
20260711_202846_kmy51g__outer01__inner01__aug03,20260711_202846_kmy51g__outer01__inner01__aug03,20260711_202846_kmy51g,user3,অ,train,1,1,147.0,18.0,1.032749,0.648647,0.66989,1.592159,-0.021978,0.05548,0.265744,0.199039,-0.094068,-0.090574,0.455721,-0.262713,0.549789,-0.172139,5.541681,0.576107,0.103959,17.0,0.22449,4.0,0.0,0.037957,0.059948,0.002212,0.53601,0.020572,0.013267,0.0351,0.024131,0.019405,0.002212,0.12587,0.019104,0.012792,0.027678,0.000392,0.082019,-0.497901,0.517635,0.001302,-0.01242,0.015033,1.517047,1.032959,0.007513,3.136755,1.400448,0.525547,2.528785,8.166667,8.539126,1.0,33.0,5.0,2.0,13.25,0.002764,0.019218,-0.098598,0.078024,0.001056,-0.003332,0.012234,0.000804,0.021536,-0.078242,0.090385,0.0,-0.008984,0.012266,0.036465,0.694866,-0.999999,0.999417,0.0,-0.611231,0.756582,0.221175,0.68331,-1.0,1.0,0.352993,-0.355978,0.890226,-0.062916,0.557253,-0.997792,0.999971,0.0,-0.503429,0.174841,0.266211,0.783991,-0.999988,1.0,0.589748,-0.586964,0.995559,0.877551,0.327804,0.0,1.0,1.0,1.0,1.0,0.122449,0.327804,0.0,1.0,0.0,0.0,0.0
20260711_203013_i4o0om__outer01__inner01__aug01,20260711_203013_i4o0om__outer01__inner01__aug01,20260711_203013_i4o0om,user3,অ,train,1,1,175.0,27.0,0.919143,0.890582,0.818572,1.03207,0.076398,0.130697,0.241393,0.24823,-0.032648,-0.055466,0.449082,-0.345261,0.48173,-0.289795,4.524121,0.562179,0.124263,26.0,0.251429,8.0,0.033784,0.026001,0.035121,0.000804,0.356211,0.01692,0.010077,0.028971,0.017623,0.011215,0.000804,0.072497,0.014759,0.009487,0.024439,0.000255,0.044944,-0.344662,0.264503,0.001509,-0.008128,0.01014,1.073459,0.86146,0.011219,3.099409,0.80626,0.353218,1.645688,6.481481,9.519455,1.0,44.0,2.0,1.0,6.0,0.001784,0.011519,-0.030029,0.038453,0.0,-0.005077,0.007723,-0.00131,0.015213,-0.061459,0.037325,0.0,-0.007305,0.005753,-0.044235,0.663019,-0.999998,0.999862,0.0,-0.669364,0.578024,0.234772,0.709458,-0.999995,1.0,0.380774,-0.393103,0.953809,0.055773,0.557051,-0.999976,0.999968,0.0,-0.186474,0.410892,0.542361,0.626441,-0.99911,1.0,0.901888,0.303976,1.0,0.845714,0.361222,0.0,1.0,1.0,1.0,1.0,0.154286,0.361222,0.0,1.0,0.0,0.0,0.0
20260711_203013_i4o0om__outer01__inner01__aug02,20260711_203013_i4o0om__outer01__inner01__aug02,20260711_203013_i4o0om,user3,অ,train,1,1,145.0,27.0,0.932672,0.956307,0.891921,0.975285,0.069477,0.127471,0.259046,0.258443,-0.074702,-0.063026,0.398583,-0.42114,0.473285,-0.358114,4.749444,0.593502,0.124962,26.0,0.248276,10.0,0.008475,0.032982,0.039906,0.001864,0.362031,0.022899,0.013755,0.035827,0.02254,0.012938,0.001864,0.05792,0.020912,0.012633,0.031172,0.000335,0.049179,-0.325948,0.246223,-0.001649,-0.012116,0.014848,1.09014,0.903609,0.013732,3.110955,0.821471,0.290388,1.766082,5.37037,7.851153,1.0,36.0,2.0,1.0,5.0,0.002367,0.014252,-0.033212,0.053929,0.0,-0.006525,0.009538,-0.002002,0.018356,-0.051021,0.050694,0.0,-0.011571,0.006402,-0.090958,0.667568,-0.999081,0.99961,0.0,-0.816594,0.491016,0.249035,0.695745,-0.998974,1.0,0.457959,-0.392977,0.964938,0.046774,0.549061,-0.999559,0.999747,0.0,-0.195165,0.319284,0.553367,0.624602,-0.996162,1.0,0.950482,0.313114,1.0,0.813793,0.389274,0.0,1.0,1.0,1.0,1.0,0.186207,0.389274,0.0,1.0,0.0,0.0,0.0
20260711_203013_i4o0om__outer01__inner01__aug03,20260711_203013_i4o0om__outer01__inner01__aug03,20260711_203013_i4o0om,user3,অ,train,1,1,180.0,27.0,1.063377,1.052304,1.118996,1.010523,0.113508,0.066861,0.277017,0.285293,-0.023201,-0.1413,0.516705,-0.505389,0.539906,-0.364089,5.581644,0.651198,0.116668,26.0,0.261111,8.0,0.006536,0.031182,0.038789,0.001977,0.396997,0.022887,0.014126,0.032474,0.022222,0.0119,0.001977,0.05976,0.02143,0.013316,0.028793,0.00032,0.049798,-0.372064,0.271619,0.002146,-0.014497,0.015431,1.263295,0.903382,0.01088,3.135742,1.131873,0.436802,1.953559,6.666667,10.103171,1.0,47.0,2.0,1.0,6.0,0.002556,0.0143,-0.032155,0.050069,0.0,-0.005449,0.01039,-0.001567,0.018073,-0.057837,0.043682,0.0,-0.010239,0.010046,-0.069551,0.691202,-0.999997,0.999911,0.0,-0.775354,0.600413,0.232511,0.680692,-0.997528,1.0,0.31941,-0.280941,0.928879,0.037447,0.604899,-0.999942,1.0,0.0,-0.337228,0.513227,0.405325,0.684402,-0.999983,1.0,0.729781,-0.051059,1.0,0.85,0.357071,0.0,1.0,1.0,1.0,1.0,0.15,0.357071,0.0,1.0,0.0,0.0,0.0
20260711_203112_15gnzj__outer01__inner01__aug01,20260711_203112_15gnzj__outer01__inner01__aug01,20260711_203112_15gnzj,user3,অ,train,1,1,119.0,17.0,0.923707,0.58539,0.540729,1.577934,0.096612,-0.042435,0.25201,0.175958,-0.099445,-0.104927,0.451476,-0.317995,0.550921,-0.213068,2.994995,0.590688,0.197225,16.0,0.159664,4.0,0.009804,0.025381,0.033253,0.001227,0.292655,0.017437,0.007885,0.03038,0.01914,0.013557,0.001227,0.057768,0.015843,0.008505,0.026288,-0.00014,0.041794,-0.25145,0.22877,-0.001128,-0.009485,0.008364,0.836944,0.804197,0.006144,3.048875,0.577769,0.178603,1.228309,7.0,6.352396,1.0,19.0,4.0,2.0,13.0,0.004938,0.011789,-0.035404,0.052537,0.001936,-0.000821,0.011467,9.8e-05,0.017555,-0.055038,0.057765,0.0,-0.007253,0.007378,-0.073489,0.71291,-0.999927,0.999951,0.0,-0.846947,0.616804,0.35599,0.599691,-0.999127,1.0,0.447978,-0.045738,0.892834,0.070613,0.504233,-0.998644,0.995276,0.0,-0.113833,0.401351,0.660932,0.5513,-0.987865,1.0,0.961075,0.545674,0.999991,0.857143,0.349927,0.0,1.0,1.0,1.0,1.0,0.142857,0.349927,0.0,1.0,0.0,0.0,0.0
20260711_203112_15gnzj__outer01__inner01__aug02,20260711_203112_15gnzj__outer01__inner01__aug02,20260711_203112_15gnzj,user3,অ,train,1,1,183.0,19.0,0.90702,0.592939,0.537808,1.529702,0.065522,-0.012219,0.23538,0.176708,-0.129664,-0.071453,0.393896,-0.281274,0.52356,-0.209821,4.013879,0.564039,0.140522,18.0,0.147541,3.0,0.0,0.022054,0.025344,0.002618,0.278718,0.018025,0.011375,0.024347,0.01804,0.010661,0.002618,0.073872,0.016747,0.011071,0.022771,7.9e-05,0.034776,-0.266431,0.218366,-0.000168,-0.009048,0.01027,1.499388,0.923402,0.036305,3.136921,1.435838,0.671545,2.263484,9.631579,9.526752,1.0,27.0,4.0,2.0,17.0,0.003024,0.012768,-0.031168,0.033678,0.000727,-0.005271,0.012852,0.000181,0.014877,-0.073181,0.03123,0.0,-0.00589,0.009508,0.030787,0.649059,-0.999994,0.999638,0.0,-0.578183,0.610482,0.232688,0.723624,-0.99959,1.0,0.412,-0.428333,0.957097,0.005297,0.609463,-0.999454,0.999999,0.0,-0.523901,0.490317,0.224513,0.760342,-0.999989,1.0,0.535204,-0.524965,0.952452,0.896175,0.305034,0.0,1.0,1.0,1.0,1.0,0.103825,0.305034,0.0,1.0,0.0,0.0,0.0
20260711_203112_15gnzj__outer01__inner01__aug03,20260711_203112_15gnzj__outer01__inner01__aug03,20260711_203112_15gnzj,user3,অ,train,1,1,164.0,19.0,0.986601,0.596217,0.588228,1.654768,0.038755,-0.038812,0.262299,0.170646,-0.153111,-0.125615,0.433943,-0.285623,0.587054,-0.160008,3.348262,0.608469,0.181727,18.0,0.158537,6.0,0.02069,0.020541,0.028252,0.000784,0.291499,0.013631,0.00905,0.024295,0.015533,0.009851,0.000784,0.050277,0.012343,0.008711,0.021478,-6.9e-05,0.035815,-0.260195,0.230114,-0.000624,-0.007321,0.00653,1.098914,0.93116,0.001821,3.139248,0.870916,0.268043,1.758938,8.631579,8.797192,1.0,26.0,4.0,1.0,15.5,0.003531,0.009963,-0.023503,0.040968,0.000806,-0.002402,0.009883,0.000555,0.013678,-0.049125,0.030597,0.0,-0.005881,0.008466,0.001126,0.694636,-0.999763,0.999986,0.0,-0.649473,0.663369,0.276421,0.664132,-0.999998,1.0,0.42743,-0.281011,0.904428,0.047501,0.568702,-0.9995,0.999729,0.0,-0.350056,0.428559,0.478502,0.667351,-0.999994,1.0,0.862065,0.106652,0.996861,0.884146,0.320049,0.0,1.0,1.0,1.0,1.0,0.115854,0.320049,0.0,1.0,0.0,0.0,0.0
20260711_205524_jbk5pv__outer01__inner01__aug01,20260711_205524_jbk5pv__outer01__inner01__aug01,20260711_205524_jbk5pv,user3,আ,train,1,1,173.0,5.0,0.945039,0.568504,0.537258,1.662326,0.086703,0.011967,0.280584,0.166552,-0.137378,-0.153814,0.498188,0.185748,0.635566,0.339562,3.949908,0.720588,0.182432,4.0,0.583815,1.0,0.017857,0.022965,0.016088,0.000442,0.118498,0.019738,0.010538,0.030247,0.022164,0.014119,0.000442,0.065983,0.019277,0.010465,0.030029,-8.6e-05,0.019838,-0.064896,0.086233,0.000611,-0.009192,0.012686,0.704855,0.763225,0.008942,2.997455,0.361068,0.174806,0.969029,34.6,39.701889,1.0,101.0,7.0,4.0,60.0,0.002744,0.013767,-0.041939,0.051167,0.00269,-0.003003,0.009542,0.002145,0.021655,-0.0587,0.063869,3e-06,-0.009579,0.014723,0.03152,0.785031,-0.999994,0.999916,0.001117,-0.829964,0.865471,0.183965,0.590669,-0.998703,1.0,0.229385,-0.158248,0.711706,0.029302,0.502268,-0.999522,1.0,0.010202,-0.267026,0.339732,0.685968,0.525658,-0.989626,1.0,0.941579,0.660456,0.992352,0.971098,0.16753,0.0,1.0,1.0,1.0,1.0,0.028902,0.16753,0.0,1.0,0.0,0.0,0.0
20260711_205524_jbk5pv__outer01__inner01__aug02,20260711_205524_jbk5pv__outer01__inner01__aug02,20260711_205524_jbk5pv,user3,আ,train,1,1,154.0,5.0,1.027419,0.60799,0.62466,1.689862,0.050244,-0.029305,0.323779,0.179883,-0.179882,-0.247318,0.474674,0.223695,0.654556,0.471013,4.481553,0.80641,0.17994,4.0,0.584416,1.0,0.006711,0.029291,0.019877,0.00154,0.148261,0.024929,0.015767,0.038694,0.028353,0.017243,0.00154,0.074851,0.024719,0.015767,0.038655,8e-05,0.026428,-0.114042,0.102826,-0.001443,-0.014808,0.01274,0.909096,0.86699,0.002786,3.10509,0.618025,0.270218,1.292125,30.8,35.824014,1.0,90.0,5.0,3.0,55.0,0.002943,0.017168,-0.056495,0.053501,0.003033,-0.004821,0.012242,0.002969,0.027445,-0.07485,0.073076,0.001472,-0.013789,0.020788,0.067637,0.791835,-0.999969,0.999809,0.112087,-0.813544,0.90169,0.169201,0.582918,-0.989269,1.0,0.207699,-0.229115,0.704748,0.017732,0.556374,-0.999503,0.997282,0.010495,-0.376578,0.428344,0.560286,0.613362,-0.995259,1.0,0.868183,0.419243,0.977679,0.967532,0.177238,0.0,1.0,1.0,1.0,1.0,0.032468,0.177238,0.0,1.0,0.0,0.0,0.0
20260711_205524_jbk5pv__outer01__inner01__aug03,20260711_205524_jbk5pv__outer01__inner01__aug03,20260711_205524_jbk5pv,user3,আ,train,1,1,190.0,5.0,0.942837,0.589113,0.555438,1.600435,0.107572,-0.03422,0.295969,0.162102,-0.104089,-0.246084,0.482075,0.219672,0.586164,0.465756,4.659841,0.748677,0.160666,4.0,0.589474,1.0,0.005405,0.024655,0.015744,0.001429,0.118094,0.021755,0.013952,0.03181,0.024014,0.014177,0.001429,0.074123,0.021613,0.013741,0.031791,-6.1e-05,0.020301,-0.098292,0.067704,-0.000739,-0.013938,0.010872,1.096678,0.853691,0.00348,3.078357,0.865881,0.317392,1.641891,38.0,43.872543,1.0,112.0,7.0,5.0,65.0,0.002269,0.014418,-0.04325,0.036139,0.003428,-0.006096,0.012371,0.002329,0.02321,-0.069024,0.0741,0.000878,-0.009875,0.017813,0.06114,0.749491,-0.999984,0.999999,0.125915,-0.718277,0.877471,0.138304,0.644513,-0.999952,1.0,0.292573,-0.331406,0.730494,0.028977,0.649105,-0.999645,0.999874,0.066077,-0.52485,0.614415,0.399931,0.646435,-0.998,1.0,0.699477,-0.044061,0.965141,0.973684,0.160073,0.0,1.0,1.0,1.0,1.0,0.026316,0.160073,0.0,1.0,0.0,0.0,0.0
20260711_205559_azslan__outer01__inner01__aug01,20260711_205559_azslan__outer01__inner01__aug01,20260711_205559_azslan,user3,আ,train,1,1,195.0,18.0,0.933334,0.75158,0.701475,1.241829,0.09131,-0.052745,0.236392,0.202752,-0.151657,-0.162359,0.466658,0.326874,0.618315,0.489233,6.082236,0.788456,0.129633,17.0,0.251282,3.0,0.00565,0.031352,0.029273,0.001363,0.24555,0.025737,0.01322,0.040137,0.026072,0.017511,0.001363,0.106403,0.021624,0.012741,0.035949,0.000364,0.035767,-0.207869,0.173416,0.000371,-0.014,0.011751,1.066383,0.869039,0.007346,3.110968,0.851845,0.360607,1.743974,10.833333,14.852048,1.0,49.0,2.5,2.0,9.5,0.002732,0.017706,-0.07997,0.069852,0.001077,-0.006125,0.012039,0.00153,0.023917,-0.070187,0.06762,0.0,-0.012703,0.01356,0.011813,0.707109,-0.999899,0.99964,0.0,-0.741416,0.711127,0.19165,0.680534,-0.99967,1.0,0.258821,-0.391147,0.851282,0.089522,0.611168,-0.996607,0.999674,0.0,-0.371335,0.694213,0.407859,0.672391,-0.999532,1.0,0.708063,-0.164177,0.989018,0.907692,0.28946,0.0,1.0,1.0,1.0,1.0,0.092308,0.28946,0.0,1.0,0.0,0.0,0.0
20260711_205559_azslan__outer01__inner01__aug02,20260711_205559_azslan__outer01__inner01__aug02,20260711_205559_azslan,user3,আ,train,1,1,277.0,19.0,1.01864,0.863649,0.879747,1.179461,0.109678,-0.07812,0.272591,0.223887,-0.143244,-0.231506,0.481362,0.417354,0.624606,0.64886,6.591671,0.90064,0.136633,18.0,0.256318,4.0,0.031008,0.023883,0.026116,0.000547,0.261022,0.017208,0.008885,0.029298,0.019423,0.013846,0.000547,0.068108,0.015682,0.00808,0.026943,0.000261,0.031129,-0.212345,0.215547,0.000653,-0.008391,0.009623,0.906755,0.915966,0.005632,3.125609,0.52263,0.191965,1.401196,14.578947,20.635472,1.0,71.0,4.0,2.5,12.5,0.002058,0.01214,-0.036324,0.054001,0.000959,-0.003681,0.007091,0.001196,0.019414,-0.060881,0.062752,0.0,-0.009001,0.012193,0.022564,0.773985,-0.99999,0.999998,0.0,-0.80598,0.849429,0.164177,0.611133,-0.999996,1.0,0.256422,-0.256493,0.676328,0.011767,0.527224,-0.993669,0.999989,0.0,-0.320022,0.329884,0.517635,0.673758,-0.999874,1.0,0.915798,0.267583,0.991504,0.931408,0.252759,0.0,1.0,1.0,1.0,1.0,0.068592,0.252759,0.0,1.0,0.0,0.0,0.0
20260711_205559_azslan__outer01__inner01__aug03,20260711_205559_azslan__outer01__inner01__aug03,20260711_205559_azslan,user3,আ,train,1,1,254.0,19.0,0.980098,0.768279,0.752989,1.275706,0.07062,-0.063237,0.239421,0.205396,-0.179541,-0.160026,0.480588,0.299272,0.660129,0.459298,5.864947,0.804192,0.137118,18.0,0.255906,4.0,0.034043,0.023182,0.024455,0.000312,0.225357,0.017923,0.007543,0.031399,0.01887,0.013864,0.000312,0.063753,0.016351,0.007006,0.027714,0.000252,0.027754,-0.173343,0.168989,0.000253,-0.008123,0.008262,0.875659,0.898496,0.001921,3.091206,0.469691,0.208057,1.326573,13.368421,19.285147,1.0,65.0,3.0,2.0,10.5,0.002115,0.013082,-0.048964,0.054837,0.001087,-0.003905,0.007067,0.000927,0.018187,-0.05951,0.046546,0.0,-0.008011,0.010047,0.023433,0.749273,-0.999977,0.99966,0.0,-0.781999,0.825166,0.204828,0.629354,-0.996691,1.0,0.268097,-0.282505,0.827661,-0.032307,0.513533,-0.999939,0.999512,0.0,-0.349848,0.324068,0.549802,0.657995,-0.998731,1.0,0.912764,0.351612,0.99455,0.925197,0.263073,0.0,1.0,1.0,1.0,1.0,0.074803,0.263073,0.0,1.0,0.0,0.0,0.0
